0, 3.802533249023903E19, 5.91108541120545E9, 5.542289309049484E9, 2.0885938243711395E9, 5.7263398807898125E12, 5.874014258010408E9, Infinity, 8.242174282532944E9, 7.300142066168716E9, 9.217104175700737E9, 5.087589244692725E9, 7.198557235179044E9, 6.236199168073823E9, 5.552069441018108E9, Infinity, 3.7977880021550865E9, 6.371687168457635E9, 7.133826968694538E9, 3.802334279048592E13, 6.89252279369317E9, 6.230068229606966E9, 6.765464491019895E9, 6.9940083651331005E9, 6.999098440265025E9, 7.857592699509572E9, Infinity, 5.567111804089444E9, 7.541493488450855E9, Infinity, 7.974314157303205E9, Infinity, Infinity, 8.387152092120852E9, 7.410861663430608E9, Infinity, Infinity, 5.121636279114918E9, Infinity, Infinity, 7.57150995526072E9, Infinity, 6.950770481172136E9, 3.23345798816891E9, 4.949718996297864E9, Infinity, 1.9829163479976032E31, Infinity, 9.457732400076834E9, 7.434227167091089E9, Infinity, 7.499542849962355E9, 6.174906682087672E9, Infinity, 7.520903125067764E9, 6.768050181497777E9, Infinity, 7.862298434136341E9, Infinity, Infinity, Infinity, 8.553910201331771E9, 1.0844172171325502E10, 7.137499347227454E9, Infinity, 7.663672460940912E11, 5.433212174007086E52, Infinity, Infinity, 6.777180826381279E9, 7.209615259426768E9, 6.9573080266861315E9, 1.713627810461879E21, Infinity, Infinity, 7.014487267314953E9, Infinity, Infinity, 6.256396361305262E9, 7.776924827979455E9, 5.335984222735322E9, 6.472163974597373E9, 6.689568862300922E9, 6.875297786623748E9, Infinity, 6.679464877825212E9, 6.607777458383296E9, 7.534907270216136E22, 7.644749446736177E9, Infinity, 7.195532216230174E9, 6.011148566004135E9, 5.585964654226972E9, 5.017402023712746E46, Infinity, 7.443841417058956E9, 8.907210326018639E9, 7.176034180941331E9, 7.397762615119256E9, 6.444286740982404E9, 8.31235251051318E9
11, 4.838350614904375E9, 5.396427138702741E9, 5.4831847667612095E9, 5.498409374479919E9, 5.54452916815865E9, 5.551317120283012E9, 5.6772477356308365E9, 5.678462556910724E9, 5.679800708633864E9, 5.6845267389966545E9, 5.6981542718319235E9, 5.73735729033431E9, 5.749063976145652E9, 5.8405199569569845E9, 5.874270387938653E9, 5.93521604020255E9, 5.942259271490099E9, 5.976325567541508E9, 5.999615371312773E9, 6.027559302963339E9, 6.07754285570439E9, 6.0961540682461195E9, 6.103756520300418E9, 6.115708098131601E9, 6.142243540343544E9, 6.163574554984502E9, 6.173837454556175E9, 6.175460119687768E9, 6.177607951737605E9, 6.197617747463469E9, 6.2517449748149185E9, 6.284388605956063E9, 6.28490436832263E9, 6.293490186848807E9, 6.297788345020198E9, 6.359959063446828E9, 6.362558486245337E9, 6.367062709327578E9, 6.379402767326247E9, 6.3841837768350935E9, 6.3931700582480135E9, 6.40252916105816E9, 6.409247763381608E9, 6.409393921537972E9, 6.412332332975215E9, 6.412385573732701E9, 6.421875101880952E9, 6.447251255741083E9, 6.458825197625045E9, 6.476657067383499E9, 6.481711614950264E9, 6.520329367739864E9, 6.532867822925176E9, 6.542764971726117E9, 6.543459271546404E9, 6.562316660497857E9, 6.57349660156118E9, 6.609354626603561E9, 6.621061929147402E9, 6.62298244630045E9, 6.63425241814494E9, 6.6690013843417225E9, 6.686619403612391E9, 6.698339703053145E9, 6.706267370542385E9, 6.707164486128479E9, 6.721794901484893E9, 6.735080140704468E9, 6.739860159389755E9, 6.760277095984669E9, 6.760295810862522E9, 6.764115759786498E9, 6.771070121466296E9, 6.781385436900971E9, 6.783670523435729E9, 6.84161966625622E9, 6.844737929279257E9, 6.863400711720051E9, 6.877241447105554E9, 6.884247951544796E9, 6.916220168038486E9, 6.919916534494598E9, 6.93096520796566E9, 6.949945260797958E9, 6.956216865616651E9, 6.9789340666082535E9, 6.999119392881396E9, 7.018770248612186E9, 7.020485687426987E9, 7.028934884130162E9, 7.03481565802339E9, 7.037537498567139E9, 7.043057910324556E9, 7.045814474529756E9, 7.055591899566717E9, 7.089226522550283E9, 7.096950749778082E9, 7.097824068063512E9, 7.097836887112839E9, 7.098537721275278E9
12, 4.719570031219352E9, 4.726863996631226E9, 5.366775863278307E9, 5.448258874387294E9, 5.536617929125712E9, 5.568847718176453E9, 5.673309983408721E9, 5.682524165576586E9, 5.715883605040046E9, 5.741341296539177E9, 5.766955214542914E9, 5.799842446020402E9, 5.801199416995008E9, 5.82196894456837E9, 5.824768174762967E9, 5.865458995578934E9, 5.876464205862176E9, 5.8995006089977455E9, 5.901897718501234E9, 5.919525020804458E9, 5.958085662188851E9, 5.979079229008471E9, 5.984050546446928E9, 5.985030310904585E9, 6.047594415255537E9, 6.087534239785452E9, 6.142612893403175E9, 6.151650552027015E9, 6.174307208207063E9, 6.207502471948241E9, 6.218503339452566E9, 6.221479950040423E9, 6.283551755820887E9, 6.294825190084957E9, 6.302508783880907E9, 6.323691429358071E9, 6.379843231063962E9, 6.382670074726337E9, 6.426042295309974E9, 6.429573725261603E9, 6.435738435938135E9, 6.474522263203428E9, 6.508259006888171E9, 6.514517268319537E9, 6.5245864355811825E9, 6.535351072675387E9, 6.535668415782761E9, 6.547868864235676E9, 6.549991526383186E9, 6.579701296290951E9, 6.584931171706737E9, 6.592071220709989E9, 6.593291544118805E9, 6.622758505082289E9, 6.623429108512356E9, 6.652396227546374E9, 6.661460842857563E9, 6.661517149223325E9, 6.664973622847457E9, 6.666699943555165E9, 6.677094341616888E9, 6.703942765154095E9, 6.719165580357115E9, 6.733256868430421E9, 6.743236507133571E9, 6.76915232201392E9, 6.816328668813404E9, 6.821746455751519E9, 6.822387403230211E9, 6.82319544206504E9, 6.844972029619109E9, 6.85954742769612E9, 6.865757356285673E9, 6.9099631916816435E9, 6.925228920434956E9, 6.927619572293257E9, 6.937194918301592E9, 6.9473407151741905E9, 6.96715630461416E9, 7.032188702095774E9, 7.032507396882304E9, 7.046929046947428E9, 7.054008477396449E9, 7.062670208749164E9, 7.083242254122549E9, 7.083855891043819E9, 7.088489607131177E9, 7.10482432042156E9, 7.121155352878394E9, 7.134376951634424E9, 7.143216884504656E9, 7.156343778841629E9, 7.162998591893831E9, 7.192043354242194E9, 7.194301919289131E9, 7.199886916103339E9, 7.203640759246108E9, 7.21042456429296E9, 7.233543845969719E9, 7.234590429672272E9
13, 5.408376944282907E9, 5.500592870400552E9, 5.558221069157171E9, 5.619823612462976E9, 5.680602830188401E9, 5.711297115621439E9, 5.73647879414295E9, 5.804530492331149E9, 5.838528200842351E9, 5.842927216583792E9, 5.857623804278824E9, 5.945516842417705E9, 6.088705857490608E9, 6.196461902194208E9, 6.1972148759804945E9, 6.199187060054764E9, 6.25066819494595E9, 6.254656205639886E9, 6.30071974122278E9, 6.33895335163157E9, 6.341159830912976E9, 6.346759995828592E9, 6.351759825202681E9, 6.39878951065366E9, 6.414367124453374E9, 6.41835994863064E9, 6.443719351908709E9, 6.472870254515278E9, 6.478653675442188E9, 6.491879439733694E9, 6.498881705100497E9, 6.499325816756575E9, 6.5018025377686405E9, 6.509432218859636E9, 6.510255850248953E9, 6.51256639285263E9, 6.522412900373349E9, 6.523531446221277E9, 6.541775637954839E9, 6.589556850218653E9, 6.625445208274473E9, 6.632957009982588E9, 6.634207226756295E9, 6.670380576923672E9, 6.685613359811158E9, 6.689932322069264E9, 6.707552574189333E9, 6.726588153155888E9, 6.741093634335544E9, 6.741263282952026E9, 6.741604553164657E9, 6.74340912682678E9, 6.793216268971791E9, 6.821093380080341E9, 6.826753670168196E9, 6.851620462587681E9, 6.856020791212223E9, 6.869989888305039E9, 6.889176382803081E9, 6.923273628721106E9, 6.926813478317623E9, 6.940207442001722E9, 6.9423575360301285E9, 6.944102542295059E9, 6.946693714145666E9, 6.983601414513385E9, 7.003749695069638E9, 7.010212323785403E9, 7.032456014196515E9, 7.044922389915604E9, 7.0599138533090315E9, 7.070194428501302E9, 7.078486424062919E9, 7.101404366508218E9, 7.10799430078334E9, 7.135608607681227E9, 7.148099449365803E9, 7.152116003264998E9, 7.156508313561605E9, 7.160310374259954E9, 7.16777451326719E9, 7.184014050865012E9, 7.191950458459699E9, 7.205254119029779E9, 7.216246256901472E9, 7.223824750938965E9, 7.224339737510176E9, 7.268298265155328E9, 7.292856657732737E9, 7.293849330242283E9, 7.302278954383958E9, 7.311281017432018E9, 7.317941778676092E9, 7.33803874281784E9, 7.346282696151528E9, 7.354885960377148E9, 7.358237760497981E9, 7.364139119819725E9, 7.36584985379446E9, 7.372299917620362E9
14, 4.361688064396098E9, 4.669458667819788E9, 4.762138329621096E9, 5.0978704330271225E9, 5.24316466336445E9, 5.311893252467048E9, 5.322216993186977E9, 5.362122742866923E9, 5.424285811698013E9, 5.478484152487294E9, 5.651360368442247E9, 5.757733738356974E9, 5.822504445432814E9, 5.8750578768343525E9, 5.885304585157969E9, 5.998115718362374E9, 6.009742263709989E9, 6.013939549304708E9, 6.018345012005074E9, 6.043903261501728E9, 6.051907923919505E9, 6.111023885568361E9, 6.123345673751551E9, 6.124761092114995E9, 6.128189014474281E9, 6.1402095304588375E9, 6.145547801403687E9, 6.150477341550972E9, 6.168076345387302E9, 6.170118920269767E9, 6.209958920007982E9, 6.232783789209224E9, 6.253359608261059E9, 6.2597428840153055E9, 6.278018210032059E9, 6.292502324769206E9, 6.295519717472367E9, 6.308086065702229E9, 6.319241914424309E9, 6.340752190385519E9, 6.364654464514941E9, 6.373483735460697E9, 6.422335752980879E9, 6.423535024101912E9, 6.434490981639081E9, 6.435528465408582E9, 6.435702555396076E9, 6.439794401783054E9, 6.452879306897327E9, 6.45594297965497E9, 6.458034466261944E9, 6.476444757423766E9, 6.519531036386614E9, 6.52828583621203E9, 6.5383301228680105E9, 6.554390514218515E9, 6.567262060647311E9, 6.60933217364104E9, 6.626280708527315E9, 6.628439790878024E9, 6.637718914089277E9, 6.638106416148808E9, 6.639542156244605E9, 6.64775370792741E9, 6.659482947354299E9, 6.662463220217216E9, 6.696972325390017E9, 6.701255063070415E9, 6.722488077769591E9, 6.723258654352231E9, 6.734711759540261E9, 6.74863249043292E9, 6.778331176930491E9, 6.823414589960996E9, 6.83708912782321E9, 6.840080702745613E9, 6.846330309689649E9, 6.854491890910727E9, 6.8931868865038185E9, 6.895547893500213E9, 6.914465342023072E9, 6.924855768281552E9, 6.930059146653355E9, 6.940473492613639E9, 6.940620684755216E9, 6.961445139340369E9, 6.965870863688782E9, 6.967531773737933E9, 6.976701407607156E9, 6.977118105232759E9, 6.9887691576567955E9, 6.993017419304723E9, 7.001516886598734E9, 7.015074497654234E9, 7.021843305457063E9, 7.043931984047186E9, 7.07639693823354E9, 7.096380516772473E9, 7.108173472403778E9, 7.123225463993208E9
15, 5.28979020548048E9, 5.426597733834083E9, 5.46626951668569E9, 5.547665782791915E9, 5.573713870003237E9, 5.672755991496452E9, 5.685518159164911E9, 5.797963273049408E9, 5.825294871123928E9, 5.85025212477847E9, 5.961182250627631E9, 5.998146735497028E9, 6.023639971949131E9, 6.045020683866536E9, 6.067239577457987E9, 6.116575243374591E9, 6.159920969332766E9, 6.1709088192731695E9, 6.172089750526437E9, 6.209634237931913E9, 6.210815211105338E9, 6.215605520695237E9, 6.225690379266105E9, 6.241588510307416E9, 6.263547554802975E9, 6.269666788472468E9, 6.26970582694429E9, 6.3034936647493305E9, 6.307922182848685E9, 6.314176372300347E9, 6.363141215496272E9, 6.376483533436078E9, 6.40666629673252E9, 6.409402891720171E9, 6.429033055923382E9, 6.437687780110263E9, 6.445726286626124E9, 6.447886623109433E9, 6.454723653445846E9, 6.4787968612672205E9, 6.488961087171829E9, 6.511429005884513E9, 6.520696453375261E9, 6.521616457596333E9, 6.570802173217889E9, 6.572169465339542E9, 6.574028750451605E9, 6.577469809245758E9, 6.584740896447524E9, 6.615310104834084E9, 6.624537186073634E9, 6.638493901721604E9, 6.651037365735856E9, 6.659269792595091E9, 6.683936050782226E9, 6.70258556553233E9, 6.708028342798913E9, 6.72176113630517E9, 6.7318521893262E9, 6.748818284762759E9, 6.757494795571995E9, 6.774470244998001E9, 6.781392520743367E9, 6.790595373304059E9, 6.792801184075932E9, 6.793656564729067E9, 6.7940198907126255E9, 6.8427270108700695E9, 6.850232844904907E9, 6.858700789203817E9, 6.863101829995865E9, 6.877007070143675E9, 6.880704696290598E9, 6.883925164163758E9, 6.891717732609482E9, 6.899777284995805E9, 6.911810143967413E9, 6.923788697898836E9, 6.940731802285086E9, 6.941138175230158E9, 6.956526291890276E9, 6.971506833903852E9, 6.984837916372775E9, 7.0016655393558655E9, 7.008735971292211E9, 7.031392614291396E9, 7.04695339055237E9, 7.051073850992149E9, 7.078756966031809E9, 7.093036732207184E9, 7.1082537841103945E9, 7.115016989358669E9, 7.125286854689871E9, 7.174393451704171E9, 7.182492993887909E9, 7.1924810463660345E9, 7.202586827567632E9, 7.205922888461186E9, 7.220231343774774E9, 7.232320745020792E9
16, 4.801343811934145E9, 4.838186482833457E9, 5.0938336745645485E9, 5.10539193433587E9, 5.165321281341723E9, 5.31208102232397E9, 5.376939247607603E9, 5.408075489716752E9, 5.5228511309171295E9, 5.5596159762507515E9, 5.578620686073798E9, 5.704643510223968E9, 5.708416318679888E9, 5.7154612698471365E9, 5.727200273593371E9, 5.764678352176887E9, 5.780680583290147E9, 5.789913947243682E9, 5.8076863279529E9, 5.836008104676869E9, 5.878319798575865E9, 5.898957992098154E9, 5.903013133664698E9, 5.910266106087256E9, 5.942320795517419E9, 5.962440921662948E9, 5.970178147465982E9, 5.972918234124665E9, 5.97930211779261E9, 5.999391275379291E9, 6.029680287313657E9, 6.100613584466246E9, 6.157093635096825E9, 6.17067788489957E9, 6.191314444818409E9, 6.202608476724235E9, 6.229755804262708E9, 6.244015650830407E9, 6.261125027076852E9, 6.261745869949373E9, 6.271872594558924E9, 6.299355280805119E9, 6.3291558202877035E9, 6.375102982204295E9, 6.405999703360224E9, 6.410674299965995E9, 6.445153509961629E9, 6.449967011482908E9, 6.471764278036142E9, 6.484133657147342E9, 6.507699390273296E9, 6.537474346821673E9, 6.556381254906356E9, 6.560084357376578E9, 6.577961825704705E9, 6.588710119966354E9, 6.598095919629652E9, 6.617181904136036E9, 6.639364319377461E9, 6.641577067733298E9, 6.6471785075898695E9, 6.670597071532453E9, 6.672181702355885E9, 6.687807926012841E9, 6.692469453668797E9, 6.697346513797175E9, 6.698826979140279E9, 6.7319632939524975E9, 6.737898758517721E9, 6.746996706407053E9, 6.78128627122041E9, 6.784768893941489E9, 6.78863606346338E9, 6.791635364178002E9, 6.819848259055687E9, 6.822421200965E9, 6.851113405157056E9, 6.859336085899294E9, 6.859567896554385E9, 6.866012787777083E9, 6.869883029848266E9, 6.881318860756431E9, 6.889636764864229E9, 6.910437306782144E9, 6.914637945754264E9, 6.935307416595471E9, 6.937677052683616E9, 6.941316669709864E9, 6.958715581181468E9, 6.982757660740011E9, 6.985910793020936E9, 6.991895111502598E9, 7.025233161076355E9, 7.049827148495185E9, 7.05718968335565E9, 7.061387379993602E9, 7.079255806062222E9, 7.08175820373975E9, 7.115432924652689E9, 7.124613133275418E9
17, 5.068027163028725E9, 5.199944092729031E9, 5.325225118161115E9, 5.337816215444227E9, 5.5180257675820875E9, 5.671581818880433E9, 5.692551427919338E9, 5.719558138532017E9, 5.726227561420283E9, 5.739836900196017E9, 5.761733460600251E9, 5.8104075739927845E9, 5.810982025323133E9, 5.84670216597085E9, 5.89695723412497E9, 5.910927764375798E9, 5.912470896718538E9, 5.942316702310247E9, 5.945587998210358E9, 5.966238878858659E9, 5.997480168170511E9, 6.026453639658693E9, 6.036009619621784E9, 6.060042082986051E9, 6.068089347145155E9, 6.098658419011618E9, 6.105936239266912E9, 6.119580245551092E9, 6.199486446674315E9, 6.23051751229418E9, 6.248720253864663E9, 6.25519036151784E9, 6.259334053917498E9, 6.295933726722904E9, 6.313480725127118E9, 6.342025074718939E9, 6.346245585875576E9, 6.349902655813534E9, 6.350583493938232E9, 6.356381499754072E9, 6.362039658760816E9, 6.373688719580193E9, 6.386468118530161E9, 6.394567626420273E9, 6.41794508075852E9, 6.423461208326942E9, 6.427864199776354E9, 6.470935989978064E9, 6.475723493187894E9, 6.477173879222177E9, 6.484646890376739E9, 6.499722202571075E9, 6.554618656561055E9, 6.570497522718538E9, 6.577241824314774E9, 6.59336958019112E9, 6.607952875443075E9, 6.625474532859301E9, 6.626111612587029E9, 6.636846218364841E9, 6.646992157905955E9, 6.652219828470664E9, 6.66436126704718E9, 6.666420796802653E9, 6.686858615009382E9, 6.716704796322791E9, 6.719291998457331E9, 6.74863540418004E9, 6.748735013177639E9, 6.7532652431279335E9, 6.780730498691459E9, 6.784165387609141E9, 6.784484320442107E9, 6.793917022416058E9, 6.803176701068702E9, 6.819564062200289E9, 6.82053399177776E9, 6.829849500959339E9, 6.831309779395247E9, 6.831432829485707E9, 6.859751869561155E9, 6.871033442301918E9, 6.871326719607954E9, 6.88430173043913E9, 6.885542536249466E9, 6.913643242530614E9, 6.91575241316234E9, 6.920080217539746E9, 6.922321812056148E9, 6.922827371259662E9, 6.93401491581938E9, 6.953357916000227E9, 6.973137589173641E9, 6.981462383858299E9, 6.996581110920062E9, 7.01070766724906E9, 7.02671758315574E9, 7.035347245394047E9, 7.042847258784103E9, 7.066598382350952E9
18, 4.831929114576231E9, 4.97083082353964E9, 5.085985667195633E9, 5.369907028625642E9, 5.37527766175265E9, 5.7277267922524805E9, 5.74145673077364E9, 5.781870869835785E9, 5.794112120031523E9, 5.804426658314644E9, 5.950005263791042E9, 6.018039594771751E9, 6.066366255666342E9, 6.089701368348494E9, 6.098602099969959E9, 6.109038223090189E9, 6.1525730113802395E9, 6.161433232524585E9, 6.177647752686514E9, 6.188676583439759E9, 6.23915151173707E9, 6.243441931922088E9, 6.243491132447071E9, 6.249320157242028E9, 6.25748856353726E9, 6.267664381696103E9, 6.271463843554442E9, 6.276571543086117E9, 6.279184121525461E9, 6.289420286736355E9, 6.299958623932857E9, 6.320484985900206E9, 6.335412488076605E9, 6.4066024827057705E9, 6.412955010954146E9, 6.441341732025587E9, 6.472770223357304E9, 6.517250300786544E9, 6.539533136476972E9, 6.557885058056909E9, 6.564757899062111E9, 6.626136442774052E9, 6.628480226701315E9, 6.63564321286665E9, 6.644650150736678E9, 6.645229889981179E9, 6.670156824387901E9, 6.693238608403966E9, 6.69336617538582E9, 6.695590583301051E9, 6.700668774489004E9, 6.710827800313522E9, 6.711502314522654E9, 6.731639354788738E9, 6.737649255102558E9, 6.74187352394961E9, 6.751707569225105E9, 6.757345418385139E9, 6.757422889500953E9, 6.762553847559673E9, 6.762732885177764E9, 6.762868315869992E9, 6.767830151993678E9, 6.770532865198476E9, 6.786198756416299E9, 6.788180417967678E9, 6.804397745281016E9, 6.804899563404745E9, 6.815091275721901E9, 6.818202230186516E9, 6.826719441508157E9, 6.83288544965821E9, 6.8484986917488E9, 6.863480949595543E9, 6.867794720904782E9, 6.874963591670464E9, 6.885091307698781E9, 6.903896358375846E9, 6.906172718853264E9, 6.907088482862749E9, 6.907640499322455E9, 6.909309187442942E9, 6.925143430108465E9, 6.940797403101777E9, 6.945796243948622E9, 6.962345935535065E9, 6.969481273986004E9, 6.970557131768005E9, 6.977308067240593E9, 6.992702345196384E9, 6.995736658462179E9, 6.999605620357383E9, 7.016129412257814E9, 7.03063677083007E9, 7.037471980609395E9, 7.042347463414156E9, 7.059993017313413E9, 7.072579476760728E9, 7.088343058959881E9, 7.088934025009681E9
19, 3.653129790408555E9, 4.867251990551397E9, 5.280779630698229E9, 5.500385576803783E9, 5.54925657405644E9, 5.642246721863418E9, 5.659443758125477E9, 5.675336337047579E9, 5.69292486163929E9, 5.777634022384789E9, 5.77803284825838E9, 5.806771361952158E9, 5.839858045634525E9, 5.880234873893052E9, 5.9281418098212595E9, 5.934373238541558E9, 5.934786982987048E9, 5.943934007284827E9, 5.943980996325734E9, 5.949936762176471E9, 5.962294965231515E9, 6.025289309878307E9, 6.032885748841889E9, 6.036407706276177E9, 6.047435560914591E9, 6.079876422043235E9, 6.094529987613957E9, 6.096800572741612E9, 6.105915136809351E9, 6.126506382067919E9, 6.126863778747636E9, 6.161201065803057E9, 6.176632405443915E9, 6.191967535312264E9, 6.201639805608229E9, 6.230207054530469E9, 6.292018846864419E9, 6.292901506336155E9, 6.311311149679225E9, 6.321086337709626E9, 6.358671643935064E9, 6.36173572849927E9, 6.419838084191517E9, 6.432048405232389E9, 6.439236194568881E9, 6.489327623633474E9, 6.507621797947281E9, 6.524588429266539E9, 6.5935197765257845E9, 6.596963571005553E9, 6.596967098117944E9, 6.612051250051118E9, 6.612297382939806E9, 6.621147566161933E9, 6.645946430172356E9, 6.653766105521328E9, 6.653800848371805E9, 6.665658875014602E9, 6.666437772991256E9, 6.697621144312939E9, 6.747937025971175E9, 6.75165188565892E9, 6.762137349670255E9, 6.768044302912023E9, 6.778371843940358E9, 6.782322527489188E9, 6.794645938296642E9, 6.803852939195314E9, 6.815255254621307E9, 6.825643752942596E9, 6.83350244397022E9, 6.843646545498874E9, 6.850979893614067E9, 6.853213167954314E9, 6.855842795375886E9, 6.876533632082323E9, 6.885456097053602E9, 6.889397921861372E9, 6.893772185109453E9, 6.92764884324895E9, 6.947735357689334E9, 6.951091971655874E9, 6.988327353764771E9, 6.996451770278674E9, 7.01169643626666E9, 7.03217954594034E9, 7.039252966924557E9, 7.053435995873929E9, 7.058519433324909E9, 7.0791223930711775E9, 7.080422878656198E9, 7.087502595121102E9, 7.111594686465762E9, 7.121575262824954E9, 7.123581065240227E9, 7.126094797009226E9, 7.19631459846694E9, 7.205884192852465E9, 7.213070425463897E9, 7.217111018136199E9
20, 3.7699720478781633E9, 4.155089200735724E9, 4.595064264328585E9, 4.692638970123997E9, 5.302085290096039E9, 5.341757293258922E9, 5.413810400763239E9, 5.474407827291337E9, 5.561962939649653E9, 5.604888833401215E9, 5.733589265343321E9, 5.788863852829588E9, 5.806521548083163E9, 5.818425615685426E9, 5.851605102912452E9, 5.876568928830077E9, 5.986841619806398E9, 6.007810349305873E9, 6.03107177044556E9, 6.054700363951378E9, 6.084822956782732E9, 6.089996727223888E9, 6.131650743651928E9, 6.1493205258777485E9, 6.169668215568621E9, 6.196049035905169E9, 6.226458556275537E9, 6.265041044092141E9, 6.273898314813674E9, 6.280648032467071E9, 6.300704163506038E9, 6.327002099560996E9, 6.329600222793594E9, 6.329672051228005E9, 6.367519424559041E9, 6.383137217482526E9, 6.3839728155384445E9, 6.398307650048281E9, 6.402854253210742E9, 6.404724424479432E9, 6.411131300889261E9, 6.413944817650528E9, 6.415468291364107E9, 6.451263452758023E9, 6.456483218454755E9, 6.459191580564188E9, 6.474171149457428E9, 6.479976729271582E9, 6.495306045150647E9, 6.495648370624461E9, 6.510573693542284E9, 6.583128797852798E9, 6.601833513409252E9, 6.6050638208390045E9, 6.609573158495768E9, 6.6121629860041065E9, 6.623285935965357E9, 6.62572291060186E9, 6.637425785802109E9, 6.663419150591326E9, 6.667513057602032E9, 6.667959757312831E9, 6.699196637432468E9, 6.718896282504718E9, 6.73753864631381E9, 6.737628135790252E9, 6.738614568073665E9, 6.775765174981138E9, 6.786881077769269E9, 6.792140181259575E9, 6.792730920816463E9, 6.799857683187149E9, 6.80557803325991E9, 6.813358716541111E9, 6.841289755021275E9, 6.841317410134085E9, 6.845357699725451E9, 6.864573065533523E9, 6.878476023349211E9, 6.909761821893663E9, 6.916215144991701E9, 6.955997763383517E9, 6.978334476972885E9, 7.035165693892442E9, 7.038562908509516E9, 7.058259382944191E9, 7.109368995931976E9, 7.124266543840117E9, 7.127950553621325E9, 7.141206927420648E9, 7.143781591255939E9, 7.151413118611379E9, 7.158211496198076E9, 7.164909760519377E9, 7.17828643933239E9, 7.182778555068712E9, 7.213446235523409E9, 7.226133312285187E9, 7.237496396367179E9, 7.253007437703969E9
21, 2.602878860531125E9, 3.979536620321238E9, 4.642867051121815E9, 5.049941208541797E9, 5.105735155987047E9, 5.15080442387852E9, 5.283525313054343E9, 5.535528761353694E9, 5.713676821458565E9, 5.730280314006211E9, 5.763956946955723E9, 5.790923683740738E9, 5.823638034617737E9, 5.89531102126167E9, 5.911674381705043E9, 5.941666566965685E9, 5.957826127998676E9, 5.988233932264151E9, 6.018352852049586E9, 6.059676192182467E9, 6.084033155074893E9, 6.121719926752622E9, 6.141552238206127E9, 6.167938330832543E9, 6.196075839546406E9, 6.204024947201971E9, 6.213340778159572E9, 6.231038286920848E9, 6.257296036511709E9, 6.31075598910593E9, 6.320851291289397E9, 6.349816573587288E9, 6.360677089352236E9, 6.362678193973331E9, 6.366873613114741E9, 6.454005860590868E9, 6.459819050114061E9, 6.463654430668519E9, 6.482646527306686E9, 6.526437878217465E9, 6.572009261358421E9, 6.631242265092694E9, 6.643597537510601E9, 6.650695683989547E9, 6.663392863734921E9, 6.675074117039888E9, 6.701653902805367E9, 6.734404252233973E9, 6.7472051226960335E9, 6.756614108940366E9, 6.76370670899553E9, 6.7725786433606825E9, 6.77513303308221E9, 6.778404520515566E9, 6.781375325666686E9, 6.808379252075495E9, 6.818339304353035E9, 6.820286289766205E9, 6.8297387158716345E9, 6.863220426810975E9, 6.865260699359211E9, 6.884715555703015E9, 6.886833284702782E9, 6.888304568077226E9, 6.889743171800406E9, 6.88980456548285E9, 6.894031478436053E9, 6.894228505191408E9, 6.906769182488474E9, 6.917639254231046E9, 6.930065413741001E9, 6.962772864191304E9, 6.964286580493435E9, 6.964764606635402E9, 6.974245420730297E9, 6.980791162542304E9, 6.992232159534249E9, 7.015387912069579E9, 7.020956916966426E9, 7.025209782352995E9, 7.031557956819861E9, 7.031865967804788E9, 7.033670708393262E9, 7.042467173996436E9, 7.054949658028621E9, 7.069094770235408E9, 7.075739261467039E9, 7.094353454031583E9, 7.098022859429429E9, 7.11228675607847E9, 7.147361582547998E9, 7.149700666435964E9, 7.15898754149707E9, 7.172669494860038E9, 7.183005811923012E9, 7.1980373896907E9, 7.199502276889589E9, 7.210899582949644E9, 7.211961051529126E9, 7.262209387701768E9
